title,news,img-url,category,summery,opinion
"Civil, Military leaderships, nation in unison on NAP: Fawad","ISLAMABAD: Federal Information Minister Fawad Chaudhry said on Tuesday the civil, military leaderships and nation are in unison on the National Action Plan (NAP) due to which terrorism activities have decreased to some extent. In a media briefing, the Info Minister said external hands were involved in recent terrorist attacks and time is not far away when we get rid of terrorism. He said going forward with NAP and it is unsuitable to politicize Quetta Hazarganji attack. He said the Counter-Terrorism Department (CTD) have been given authority to counter money laundering. Info minister said new tax amnesty scheme has not been approved and the talks on asset declaration has not reached its conclusion yet. Info minister said the cabinet showed reservations regarding money laundering and assured money laundering cases will reach a logical conclusion. He said country suffered because of bad policies and corruption of previous governments and in past, Nawaz and Sharif families did extreme corruption. He said Pakistan People’s Party (PPP) co-Chairperson Asif Ali Zardari even bought a bank for money laundering and former cabinet members were also involved in mega scandals. Chaudhry said world’s six big investors showed interest in Steel Mills and will increase production capacity of the Mill with keeping interests of its employees in mind. Chaudhry said MNA quota in appointments of government officers has been eradicated and methodology of appointing grade 1 to 5 would be different from now on. He said the Prime Minister Imran Khan tomorrow will inaugurate new housing scheme in which 135,000 houses would be initially built. ",https://www.newsone.tv/wp-content/uploads/2018/12/fawad-1.jpg,Pakistan,"ISLAMABAD: Federal Information Minister Fawad Chaudhry said on Tuesday the civil, military leaderships and nation are in unison on the National Action Plan (NAP) due to which terrorism activities have decreased to some extent.",negative
"Hayatabad operation: One police officer martyred, five terrorists killed as OP continues","PESHAWAR: A police officer was martyred while at least five terrorists were killed during an ongoing operation against terror suspects lodged inside a residential compound in Peshawar’s Hayatabad area. Three other police officers were also wounded in theoperation, which has been continuing since overnight against terrorists hiding in acompound inHayatabad’s Phase 7. The terror suspects were wanted for attacks on a judge and additional inspector-general of police, security sources said. According to Khyber Pakhtunkhwa Minister for Information Shaukat Yousafzai, Pakistan Army personnel are taking part in the operation alongside the police force. Corps Commander Peshawar Lieutenant General Shaheen Mazhar Mehmood visited the site of the operation earlier today, where he lauded the professionalism of the security personnel. Lieutenant General Mehmood told the forces that routine lives of the residents of the neighbourhood should not be disrupted due to the operation. He further instructed that assistance from the Special Services Group may be sought if the need arises. Funeral prayers for the martyred police officer Qamar Alam were offered at the Malik Saad Shaheed Police Lines. The prayers were attended by KP Chief Minister Mahmood Khan,Lieutenant General Mehmood and the IGP. ",https://www.newsone.tv/wp-content/uploads/2019/04/hayatabad.jpg,Pakistan,"According to Khyber Pakhtunkhwa Minister for Information Shaukat Yousafzai, Pakistan Army personnel are taking part in the operation alongside the police force.",neutral
Hazarganji Blast: Hazara community ends sit-in on fourth day,"QUETTA: Members of Hazara community ended the sit-in on Monday after visit of Minister of State for Interior Shehryar Khan Afridi as the protest entered fourth day. Afridi, along with Balochistan Chief Minister Jaam Kamal, held discussions with the community and offered condolences while assuring better and improved security measures for the province. Afridi said on Monday the Hazara community is our honor and identity and share the grief of Hazarganji victims. Addressing the media in Hazarganji, the minister said Pakistan’s enemies want the country to be placed on the “black list”. “Attempts are being made to spread anarchy in the country. There is no doubt that the Hazara community has been subjected to severe cruelty,” he said. “We are standing shoulder-by-shoulder with you in every difficulty and trial,” Afridi gave surety to the Hazara community. The minister asserted, “the state will take action against those responsible for the Hazarganji attack, the state will take every possible step for the elimination of terrorism and is also taking measures to protect all our borders.” He added, “I request the Hazara community to not doubt our intentions. The state will respect each and every native of Balochistan.” The Minister said, “We will go to any extent to take elements involved in terrorism to their logical conclusion. We have to think regarding which powers in the country are making us fight among ourselves. Our enemy’s agenda is to create instability in the country.” The Minister offered his heartiest condolences to the families of Friday’s blast during his visit to Hazarganji. On Friday morning, wave of terrorism once again hit Quetta leaving atleast 20 people killed and 48 others injured in a blast at Quetta’s Hazarganji sabzi mandi. Hazara community members, including children and women have been staging a sit-in since the attack, demanding the government execute effectual security arrangements and make certain protection of their community. Balochistan Chief Minister Jam Kamal Khan visited the relatives of the victim on Saturday and conveyed condolences. The provincial government stood with the aggrieved families at this difficult time and is taking responsible steps to root out terrorist activities from the province in order to ensure the protection of citizens and their properties at all cost, CM said to the families. CM also requested the protesters to end the sit-in while realising sacrifices endured by the province for peace and stability. ",https://www.newsone.tv/wp-content/uploads/2019/04/Hazara-Sit-In-1.jpg,Pakistan,"The minister asserted, “the state will take action against those responsible for the Hazarganji attack, the state will take every possible step for the elimination of terrorism and is also taking measures to protect all our borders.” He added, “I request the Hazara community to not doubt our intentions.",positive
Imam-e-Kaaba calls on COAS Bajwa,"RAWALPINDI: Imam-e-Kaaba Dr Sheikh Abdullah Awad Al-Juhany on Monday called on Army Chief General Qamar Javed Bajwa and showed confidence on brotherly relations between Pakistan and Saudi Arabia, Pak Army media wing, Inter-Services Public Relations (ISPR) said. According to ISPR, Imam-e-Kaaba appreciated Pakistan’s role in maintaining regional peace and stability and asserted the need to speed up the efforts for promotion of harmony in Muslim world. Imaam-e-Kaaba said Pakistan has important place among Muslim countries, added ISPR. Earlier today, Chief of Army Staff (COAS) met with Jordan’s Chairman of the Joint Chiefs of Staff Lieutenant General Mahmoud Freihat and discussed regional security and two-way defence relations, according to ISPR. COAS Bajwa and Lt. Gen. Freihat agreed on mutual promotion of cooperation on defence and counter-terrorism. ",https://www.newsone.tv/wp-content/uploads/2019/04/COAS-Imaam-Kaaba.jpg,Pakistan,"According to ISPR, Imam-e-Kaaba appreciated Pakistan’s role in maintaining regional peace and stability and asserted the need to speed up the efforts for promotion of harmony in Muslim world.",positive
IGP Punjab Amjad Saleemi dismissed,"LAHORE: Inspector General of Police Amjad Javed Saleemi has been dismissed from his post, an official notification issued by the Punjab Government confirmed on Monday. The notification revealed Arif Nawaz Khan to be the replacement of Saleemi as ex-IG has been asked to report to the Establishment division. Appointed on October 9, 2018, Saleemi previously served as chief of Sindh police and joined the civil services on November 1, 1986. Saleemi have domicile of Faisalabad and his common division is 14th. Earlier Saleemi has served as IG National Highways and Motorway Police (NH&MP) as grade 22 officer. His retirement is due on January 31, 2020. ",https://www.newsone.tv/wp-content/uploads/2019/04/ig-punjab.jpg,Pakistan,"Appointed on October 9, 2018, Saleemi previously served as chief of Sindh police and joined the civil services on November 1, 1986.",negative
Lawyers important for making Pakistan’s justice system effective: PM Khan,"ISLAMABAD: Prime Minister Imran Khan said on Monday lawyers play an important part in making country’s justice system effective and ensuring the acquisition of justice to the common man. Addressing a delegation of the Supreme Court Bar Association (SCBA), led by the Bar President Amanullah Kanrani, PM said strong bar associations were not only crucial for strong judiciary but also play a vital part for democratic institutions and good governance in country. The government would extend all possible help in resolution of the problems faced by the bar associations, PM said, adding, the government would also extend every cooperation for the provision of due rights to Balochistan’s lawyers. Premier announced the issuance of Sehat Insaf Cards for the Bar members, specifically for the senior lawyers upon the request of SBCA. The SCBA president praised the vision of the Premier Khan and government’s reformative agenda. Members of the Bar also praised the leadership role of Premier during Pakistan-India strain. The SCBA president informed Premier of problems being faced by the lawyer community while requesting him to ensure the appointments of judges to be competent and transparent so only the experienced and capable lawyers get the opportunity to serve on those crucial posts. ",https://www.newsone.tv/wp-content/uploads/2019/04/PM-Imran-Khan-1.jpg,Pakistan,ISLAMABAD: Prime Minister Imran Khan said on Monday lawyers play an important part in making country’s justice system effective and ensuring the acquisition of justice to the common man.,positive
No changes being made in cabinet: Fawad,"ISLAMABAD: Federal Information Minister Fawad Chaudhry on Monday discarded the reports of the cabinet reshuffle, saying that any such changes would be announced by the government. Reports of a possible change in the posts for Minister for Finance and Minister of State for Interior held by Asad Umar and Shehryar Afridi respectively began flowing in this morning. “No truth to reports circulating regarding changes in the cabinet,” the Info Minister tweeted without specifying the said posts. He added, ” to change ministers is the prime minister’s discretionary right.” “Media should act responsibly in this matter,” the minister said in the tweet, “Right now Pakistan is going through an important phase and such speculations give birth to agitation which is not in country’s interests.”  Later today, the minister addressed the press in Islamabad saying the Prime Minister Imran Khan had sent the message that reports about the reshuffle were incorrect. “Reports on the performance of ministers have already reached Prime Minister’s Office, ministers are ministers because the prime minister is satisfied with them,” he added. The Info minister further said, “The prime minister has the authority to make any changes. Changes of this sort will be announced.” The minister said Finance Minister Asad Umar to gave briefing on his recent meetings with the International Monetary Fund (IMF) officials in Washington due to which he had finalised a bail out package for country’s worsening economy. ",https://www.newsone.tv/wp-content/uploads/2018/11/fawad-2.jpg,Pakistan,"He added, ” to change ministers is the prime minister’s discretionary right.” “Media should act responsibly in this matter,” the minister said in the tweet, “Right now Pakistan is going through an important phase and such speculations give birth to agitation which is not in country’s interests.”  Later today, the minister addressed the press in Islamabad saying the Prime Minister Imran Khan had sent the message that reports about the reshuffle were incorrect.",positive
PM Imran to visit China from April 25 to 28: FO,"ISLAMABAD: The Foreign Office on Wednesday said Prime Minister Imran Khan will visit China from April 25 to 28. “On the invitation of President Xi Jinping, Prime Minister Imran Khan is visiting China from April 25 to 28 to attend the 2nd Belt and Road Forum in Beijing. The forum will be inaugurated by President Xi Jinping on  April 26,” the FO statement read. Belt and Road Forum provides a platform to countries participating in Belt and Road Initiative (BRI) for exchanging views and experiences on regional connectivity; policy synergy; socio-economic development and trade and commerce. Leaders from 40 countries and delegations from over 100 countries, international organizations, and the corporate sector would participate in the event, the statement added. FO said that during the visit, the premier will be accompanied by a ministerial delegation.  “PM Imran will deliver a keynote speech in the opening ceremony of the forum and participate in the Leaders’ Round Table. He would also hold meetings with several heads of state/government and corporate and business leaders,” it added. In addition to participating in the Belt and Road Forum, PM Imran will also hold bilateral meetings with President Xi Jinping and Premier Li Keqiang.  ",https://www.newsone.tv/wp-content/uploads/2019/04/pm-imran.jpg,World,"“On the invitation of President Xi Jinping, Prime Minister Imran Khan is visiting China from April 25 to 28 to attend the 2nd Belt and Road Forum in Beijing.",neutral
PM Imran to visit China from April 25 to 28: FO,"ISLAMABAD: The Foreign Office on Wednesday said Prime Minister Imran Khan will visit China from April 25 to 28. “On the invitation of President Xi Jinping, Prime Minister Imran Khan is visiting China from April 25 to 28 to attend the 2nd Belt and Road Forum in Beijing. The forum will be inaugurated by President Xi Jinping on  April 26,” the FO statement read. Belt and Road Forum provides a platform to countries participating in Belt and Road Initiative (BRI) for exchanging views and experiences on regional connectivity; policy synergy; socio-economic development and trade and commerce. Leaders from 40 countries and delegations from over 100 countries, international organizations, and the corporate sector would participate in the event, the statement added. FO said that during the visit, the premier will be accompanied by a ministerial delegation.  “PM Imran will deliver a keynote speech in the opening ceremony of the forum and participate in the Leaders’ Round Table. He would also hold meetings with several heads of state/government and corporate and business leaders,” it added. In addition to participating in the Belt and Road Forum, PM Imran will also hold bilateral meetings with President Xi Jinping and Premier Li Keqiang.  ",https://www.newsone.tv/wp-content/uploads/2019/04/pm-imran.jpg,World,"“On the invitation of President Xi Jinping, Prime Minister Imran Khan is visiting China from April 25 to 28 to attend the 2nd Belt and Road Forum in Beijing.",neutral
Afghan delegates set to meet Taliban in Doha,"Afghanistan published on Tuesday a lengthy list of delegates who will meet with the Taliban in Doha this week, including government officials, in what could become the highest-level dialogue between the sworn enemies in years. A massive roster published by the presidential palace comprises 250 names, including President Ashraf Ghani’s chief of staff, Abdul Salam Rahimi, as well as his election running mate, Amrullah Saleh, the former head of Afghan intelligence. Other delegates named on the list come from many walks of Afghan life including youth leaders, tribal elders and — significantly — 52 women. The last time the Taliban met with the Afghan government was at secretive talks in Pakistan in 2015, which were quickly derailed by the news that Afghan Taliban leader Mullah Omar had died. The three days of talks in Qatar, scheduled to start on Friday, come amid a months-long push led by Washington for peace nearly 18 years after the US invasion, and as fresh violence rips across Afghanistan. Any contact between the Kabul government and the Taliban is seen as hugely significant, because the insurgents view Ghani as a US stooge and his government as a puppet regime, and have long refused to speak with them directly. They have insisted that any government officials attending this week’s talks will be doing so only in a “personal capacity”. The US, which has cited significant progress after holding direct talks with the militants in Doha several times since September, is not expected to attend. The militants have not announced a final list of who is headed to Doha, and distanced themselves from a report that suggested their delegation might also include women. The peace process thus far has been widely criticised for a lack of female representation, and US peace envoy Zalmay Khalilzad has pushed for greater inclusivity. While the Taliban previously met with Afghan representatives and politicians in Moscow in February, those talks did not include members of Ghani’s government. The spokesman for former president Hamid Karzai, who was at the Moscow talks, said Karzai supported the “intra-Afghan” conference in Doha but would not be attending. Kabul has also been left out of the talks with the Khalilzad and the US delegation, prompting concerns the Afghan government is being sidelined in its own peace process and underscoring the importance of this week’s meetings in Doha. This month, the United Nations said it had lifted travel bans for 11 Taliban delegates so they could attend talks. That list includes Mullah Abdul Ghani Baradar, a co-founder of the Islamist movement and its top political leader, as well as Sher Mohammad Abbas Stanikzai, the Taliban’s chief negotiator and former deputy minister of foreign affairs. The Taliban last week announced the start of Operation Fath, this year’s spring offensive, and violence has continued apace across Afghanistan despite Khalilzad calling for a ceasefire. AFP. ",https://www.newsone.tv/wp-content/uploads/2019/04/Ashraf-Ghani.jpg,World,"Afghanistan published on Tuesday a lengthy list of delegates who will meet with the Taliban in Doha this week, including government officials, in what could become the highest-level dialogue between the sworn enemies in years.",neutral
Fire devastates Notre-Dame Cathedral in Paris,"PARIS: Notre-Dame Cathedral went up in flames on Monday in a roaring blaze that devastated the Parisian landmark, one of France’s most visited places. Flames burst through the roof of the centuries-old cathedral and quickly engulfed the spire, which collapsed. A huge plume of smoke wafted across the city and ash fell over a large area. “Everything is collapsing,” a police officer near the scene said as the entire roof of the cathedral continued to burn.  Firefighters cleared the area around the cathedral, which marks the very centre of Paris. Buildings around were evacuated. President Emmanuel Macron cancelled an address to the nation that he had been due to give later on Monday evening. A presidential official said Macron was to go to the scene of the blaze. “A terrible fire is under way at Notre-Dame Cathedral in Paris,” Mayor Anne Hidalgo said on Twitter.  France 2 television reported that police were treating the incident as an accident. The cathedral, which dates back to the 12th century, features in Victor Hugo’s classic novel “The Hunchback of Notre-Dame”. It attracts millions of tourists every year. Notre-Dame was in the midst of renovations, with some sections under scaffolding and bronze statues were removed last week for works. US President Donald Trump expressed horror on Monday at the fire engulfing the historic Notre Dame cathedral in Paris. “So horrible to watch the massive fire at Notre Dame Cathedral in Paris. Perhaps flying water tankers could be used to put it out. Must act quickly!” Trump wrote on Twitter.  REUTERS. ",https://www.newsone.tv/wp-content/uploads/2019/04/Paris-Church-Fire.jpg,World,"“Everything is collapsing,” a police officer near the scene said as the entire roof of the cathedral continued to burn.",positive
Hopeful of resuming Pak-India dialogues after elections: Sohail Mehmood,"NEW DEHLI: Pakistan’s outgoing high commissioner to India, Sohail Mahmood said on Sunday hopeful of “re-engagement” of Pakistan-India dialogues after the elections as communication and dialogues are the only way of resolving reservations between both nations. In an interview to The Times of India, the Commissioner said diplomacy and dialogues are indispensable as communication between the countries will help laying foundation of regional peace. The outgoing envoy said, “sustained engagement and structured dialogue would enable the two countries to understand mutual concerns and differences, resolve outstanding disputes and build the edifice of durable peace, security, and prosperity in the region,” while stressing the need for evaluation of existing narrative about Pakistan in India. Mehmood said, “a narrative is needed that captures the reality in Pakistan objectively and more fully. A narrative that also helps recognise opportunities for peaceful, cooperative and good neighbourly relations. We must strive for stable peace, equal security and shared prosperity for ourselves and the region.” “The government of Pakistan is proceeding in full measures to complete the physical infrastructure on its side and it is hopeful that the modalities will be mutually agreed between the two sides in good time before November 2019,” the envoy said when asked about Karatarpur Corridor. On Thursday, Pakistan sent another set of questions to the Indian High Commission on the Pulwama dossier, Foreign Office spokesperson Dr Mohammad Faisal said. Addressing the press briefing, Dr Faisal said he hopes India will answer the questions soon. Dr Faisal said the Federal Foreign Minister Shah Mehmood Qureshi had credible intelligence of India devising new plan to attack Pakistan between April 16 and 20. He said, “India will receive the same response as February 27 if it challenges our resolve.” On February 27, Pakistan Air Force (PAF) shot down two Indian military aircrafts after they trespassed the Line of Control (LOC) and captured an Indian pilot who was subsequently released as a sign of peace. On February 26, Pakistan befittingly responded to LOC violation by two Indian aircrafts. India presumably attacked in response to February 14 Pulwama suicide bombing which the country blamed on Pakistan without showing any proof whatsoever. The Foreign Office of Pakistan said the Indian dossier on the Pulwama attack did not contain any evidence regarding the involvement of Pakistan or Jaish-e-Muhammad (JeM) chief Masood Azhar. Foreign Office spokesperson Dr Mohammad Faisal, in his weekly press briefing on March 28, said a preliminary probe by Pakistan into the Pulwama suicide bombing after receiving the Indian dossier revealed no links of any Pakistani to the attack. The FO further apprised that a 10-member team of the Federal Investigation Agency started probe into the Pulwama incident, in which more than 40 Indian paramilitary soldiers were killed, soon after Pakistan received the Indian dossier. According to the preliminary probe, no Pakistani had any links to the attack, the spokesperson said. Pakistan has asked India for further details and evidences relating to the attack, he added. Dr Faisal said the Indian dossier named more than 90 people. But there was no evidence linking JeM chief Masood Azhar or Pakistan to the attack. According to a source, ‘The information was reportedly gleaned from open sources such as blogs, websites, Facebook and Twitter.’ ",https://www.newsone.tv/wp-content/uploads/2019/04/Sohail-Mehmood.jpg,World,"On Thursday, Pakistan sent another set of questions to the Indian High Commission on the Pulwama dossier, Foreign Office spokesperson Dr Mohammad Faisal said.",positive
"Nepal plane hits parked helicopter while taking off, killing three","KATHMANDU: A small plane operated by a private airline in Nepal hit a parked helicopter on Sunday while preparing to take off in a mountainous area near Mount Everest, killing three people including a co-pilot, an airport official said. The Twin Otter aircraft crashed into the helicopter at Tenzing Hillary Airport at Lukla, known as the gateway to the world’s highest mountain, 125 km (78 miles) northeast of capital Kathmandu. The plane, operated by Summit Air, was not carrying passengers as it was trying to leave what is considered to be one of the world’s most dangerous airports due to the shortness of its runway and its location surrounded by mountains. Officials said the cause of the incident was not immediately known. “Two people died on the spot and the third one died while undergoing treatment in a hospital in Kathmandu,” airport official Pratap Babu Tiwari told Reuters. The dead included two security guards who were near the helicopter. The pilot of the plane was among three people injured, though the lone stewardess escaped unhurt. Air crashes are common in mostly mountainous Nepal, home to eight of the world’s 14 highest mountain peaks, including Mount Everest. In February a helicopter carrying seven people including the country’s tourism minister crashed in bad weather in eastern Nepal, killing seven all on board. The Lukla airport was built by New Zealand mountaineer Sir Edmund Hillary – who together with Sherpa Tenzing Norgay became the first to reach the 8,850-metre (29,035-foot) Everest peak in 1953 – as a gift to the people of the remote Solukhumbu region where it is located. In 2008, another Twin Otter plane carrying 16 passengers and three crew crashed shortly before it was due to land at Lukla. REUTERS. ",https://www.newsone.tv/wp-content/uploads/2019/04/Nepal-Crash.jpg,World,"KATHMANDU: A small plane operated by a private airline in Nepal hit a parked helicopter on Sunday while preparing to take off in a mountainous area near Mount Everest, killing three people including a co-pilot, an airport official said.",negative
